accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,Risk Index,Risk Category,Year,Month Number,Month Name
12137,Pune,Maharashtra,18.644755,73.927374,21-Jan-24,09:00:00 AM,9,Sunday,1,rural,2,1,fog,low,16,high,overspeeding,minor,2,0,1,None,0.8,80,High,2024,1,January
12162,Mumbai,Maharashtra,18.895689,72.707574,17-Jan-25,09:00:00 AM,9,Friday,0,urban,4,1,fog,low,25,high,overspeeding,minor,3,1,1,None,0.8,80,High,2025,1,January
12233,Hyderabad,Telangana,17.499006,78.477642,15-Apr-25,09:00:00 AM,9,Tuesday,0,rural,3,1,fog,low,33,high,overspeeding,minor,5,4,1,None,0.8,80,High,2025,4,April
12798,Kolkata,West Bengal,22.458116,88.244559,18-Jul-22,09:00:00 AM,9,Monday,0,highway,3,0,fog,low,26,high,overspeeding,minor,3,0,1,None,0.8,80,High,2022,7,July
12854,Delhi,Delhi,28.492163,77.235066,12-Mar-22,09:00:00 AM,9,Saturday,1,rural,1,1,fog,low,20,high,weather,minor,3,2,1,None,0.8,80,High,2022,3,March
12867,Chennai,Tamil Nadu,12.94758,80.184054,25-Oct-22,09:00:00 AM,9,Tuesday,0,rural,6,1,fog,low,31,high,drunk driving,minor,4,3,1,None,0.8,80,High,2022,10,October
12975,Hyderabad,Telangana,17.511196,78.53532,29-Mar-24,09:00:00 AM,9,Friday,0,rural,3,0,fog,low,31,high,drunk driving,minor,2,0,1,None,0.8,80,High,2024,3,March
13032,Kolkata,West Bengal,22.625376,88.227941,25-Jan-24,09:00:00 AM,9,Thursday,0,urban,6,1,fog,low,24,high,distraction,minor,4,0,1,None,0.8,80,High,2024,1,January
13335,Pune,Maharashtra,18.632231,73.925641,15-Aug-23,09:00:00 AM,9,Tuesday,0,rural,3,1,fog,low,26,high,poor road,minor,4,1,1,None,0.8,80,High,2023,8,August
13458,Bangalore,Karnataka,12.91891,77.407012,17-Oct-22,09:00:00 AM,9,Monday,0,rural,3,1,fog,low,34,high,distraction,minor,5,5,1,None,0.8,80,High,2022,10,October
13542,Kolkata,West Bengal,22.551835,88.45916,17-Jan-23,09:00:00 AM,9,Tuesday,0,highway,4,1,fog,low,32,high,poor road,minor,1,0,1,None,0.8,80,High,2023,1,January
13772,Delhi,Delhi,28.751987,76.860961,01-Sep-24,09:00:00 AM,9,Sunday,1,highway,1,1,fog,low,34,high,weather,minor,4,4,1,None,0.8,80,High,2024,9,September
13846,Mumbai,Maharashtra,18.991833,72.813291,19-Oct-22,09:00:00 AM,9,Wednesday,0,highway,5,1,fog,low,26,high,drunk driving,minor,5,0,1,None,0.8,80,High,2022,10,October
14306,Mumbai,Maharashtra,19.08887,72.952682,02-Oct-23,09:00:00 AM,9,Monday,0,rural,6,1,fog,low,26,high,poor road,minor,5,3,1,None,0.8,80,High,2023,10,October
14645,Kolkata,West Bengal,22.675689,88.248241,18-Feb-23,09:00:00 AM,9,Saturday,1,highway,2,1,fog,low,39,high,drunk driving,minor,3,2,1,None,0.8,80,High,2023,2,February
14654,Chennai,Tamil Nadu,13.131725,80.124711,28-Dec-22,09:00:00 AM,9,Wednesday,0,highway,6,1,fog,low,19,high,distraction,minor,1,0,1,None,0.8,80,High,2022,12,December
14788,Chennai,Tamil Nadu,13.197202,80.111838,05-May-24,09:00:00 AM,9,Sunday,1,highway,4,0,fog,low,18,high,weather,minor,2,0,1,None,0.8,80,High,2024,5,May
15324,Chennai,Tamil Nadu,13.047732,80.181312,20-Feb-24,09:00:00 AM,9,Tuesday,0,rural,1,1,fog,low,24,high,poor road,minor,4,2,1,None,0.8,80,High,2024,2,February
15871,Kolkata,West Bengal,22.438913,88.462455,05-Sep-24,09:00:00 AM,9,Thursday,0,urban,1,0,fog,low,37,high,poor road,minor,3,3,1,None,0.8,80,High,2024,9,September
16010,Hyderabad,Telangana,17.349661,78.492505,18-Jun-22,09:00:00 AM,9,Saturday,1,highway,4,1,fog,low,20,high,overspeeding,minor,3,3,1,None,0.8,80,High,2022,6,June
16048,Pune,Maharashtra,18.528978,73.963622,22-Nov-23,09:00:00 AM,9,Wednesday,0,highway,1,1,fog,low,17,high,poor road,minor,2,2,1,None,0.8,80,High,2023,11,November
17609,Kolkata,West Bengal,22.666156,88.473855,03-Dec-24,09:00:00 AM,9,Tuesday,0,urban,6,1,fog,low,32,high,weather,minor,4,2,1,None,0.8,80,High,2024,12,December
17729,Hyderabad,Telangana,17.237094,78.476568,09-Apr-25,09:00:00 AM,9,Wednesday,0,rural,2,0,fog,low,27,high,distraction,minor,3,3,1,None,0.8,80,High,2025,4,April
17756,Mumbai,Maharashtra,18.897819,72.747459,27-Sep-24,09:00:00 AM,9,Friday,0,highway,1,1,fog,low,31,high,weather,minor,3,3,1,None,0.8,80,High,2024,9,September
17959,Pune,Maharashtra,18.484517,73.751692,07-Apr-23,09:00:00 AM,9,Friday,0,highway,1,0,fog,low,31,high,distraction,minor,4,0,1,None,0.8,80,High,2023,4,April
18105,Kolkata,West Bengal,22.502368,88.359106,24-Dec-22,09:00:00 AM,9,Saturday,1,highway,6,0,fog,low,19,high,poor road,minor,4,2,1,None,0.8,80,High,2022,12,December
18251,Bangalore,Karnataka,12.88451,77.647694,05-Sep-23,09:00:00 AM,9,Tuesday,0,rural,3,1,fog,low,31,high,weather,minor,1,0,1,None,0.8,80,High,2023,9,September
18282,Delhi,Delhi,28.728078,77.259825,16-May-24,09:00:00 AM,9,Thursday,0,urban,2,1,fog,low,30,high,poor road,minor,4,0,1,None,0.8,80,High,2024,5,May
18688,Pune,Maharashtra,18.450123,73.942754,12-Apr-25,09:00:00 AM,9,Saturday,1,urban,1,0,fog,low,19,high,distraction,minor,2,1,1,None,0.8,80,High,2025,4,April
18819,Chennai,Tamil Nadu,13.158744,80.225029,03-Feb-24,09:00:00 AM,9,Saturday,1,highway,4,0,fog,low,15,high,drunk driving,minor,4,2,1,None,0.8,80,High,2024,2,February
19060,Chennai,Tamil Nadu,12.958794,80.108363,30-Dec-22,09:00:00 AM,9,Friday,0,highway,2,1,fog,low,17,high,drunk driving,minor,1,0,1,None,0.8,80,High,2022,12,December
19155,Delhi,Delhi,28.602969,76.918307,15-Jun-24,09:00:00 AM,9,Saturday,1,highway,2,0,fog,low,29,high,overspeeding,minor,2,2,1,None,0.8,80,High,2024,6,June
19224,Chandigarh,Punjab,30.707496,76.792341,12-Mar-25,09:00:00 AM,9,Wednesday,0,highway,3,1,fog,low,31,high,poor road,minor,3,1,1,None,0.8,80,High,2025,3,March
19240,Chandigarh,Punjab,30.743155,76.790736,07-Jan-23,09:00:00 AM,9,Saturday,1,urban,3,1,fog,low,34,high,overspeeding,minor,5,2,1,None,0.8,80,High,2023,1,January
19301,Mumbai,Maharashtra,18.861644,72.745886,19-Dec-22,09:00:00 AM,9,Monday,0,highway,4,1,fog,low,33,high,weather,minor,2,0,1,None,0.8,80,High,2022,12,December
19302,Chennai,Tamil Nadu,12.964817,80.251759,09-Apr-23,09:00:00 AM,9,Sunday,1,urban,2,0,fog,low,16,high,drunk driving,minor,2,0,1,None,0.8,80,High,2023,4,April
19448,Chennai,Tamil Nadu,13.073138,80.213208,15-Dec-24,09:00:00 AM,9,Sunday,1,rural,5,1,fog,low,33,high,overspeeding,minor,1,0,1,None,0.8,80,High,2024,12,December
19833,Bangalore,Karnataka,12.80519,77.417374,13-Dec-23,09:00:00 AM,9,Wednesday,0,urban,5,0,fog,low,33,high,distraction,minor,3,2,1,None,0.8,80,High,2023,12,December
764,Bangalore,Karnataka,12.802377,77.531486,28-Mar-25,07:00:00 PM,19,Friday,0,highway,3,0,fog,low,16,high,poor road,minor,5,1,1,None,0.8,80,High,2025,3,March
842,Delhi,Delhi,28.717073,76.833816,23-Nov-22,07:00:00 PM,19,Wednesday,0,urban,2,0,fog,low,38,high,poor road,minor,2,0,1,None,0.8,80,High,2022,11,November
950,Kolkata,West Bengal,22.643797,88.480203,25-Nov-23,07:00:00 PM,19,Saturday,1,rural,2,0,fog,low,29,high,overspeeding,minor,5,4,1,None,0.8,80,High,2023,11,November
1022,Pune,Maharashtra,18.519177,73.899874,06-Oct-23,07:00:00 PM,19,Friday,0,urban,1,0,fog,low,33,high,distraction,minor,4,0,1,None,0.8,80,High,2023,10,October
1113,Chennai,Tamil Nadu,13.153851,80.222886,08-Jun-22,07:00:00 PM,19,Wednesday,0,highway,5,1,fog,low,37,high,overspeeding,minor,4,4,1,None,0.8,80,High,2022,6,June
1780,Bangalore,Karnataka,13.023377,77.65737,25-Jul-24,07:00:00 PM,19,Thursday,0,urban,2,0,fog,low,17,high,weather,minor,5,4,1,None,0.8,80,High,2024,7,July
2581,Delhi,Delhi,28.853063,76.998599,30-Nov-24,07:00:00 PM,19,Saturday,1,urban,4,1,fog,low,19,high,drunk driving,minor,4,4,1,None,0.8,80,High,2024,11,November
2662,Kolkata,West Bengal,22.49379,88.390427,15-Oct-23,07:00:00 PM,19,Sunday,1,highway,2,0,fog,low,40,high,weather,minor,5,3,1,None,0.8,80,High,2023,10,October
2971,Bangalore,Karnataka,13.173383,77.775176,31-Jul-22,07:00:00 PM,19,Sunday,1,rural,3,0,fog,low,38,high,drunk driving,minor,5,4,1,None,0.8,80,High,2022,7,July
3071,Delhi,Delhi,28.541883,76.804863,09-Feb-23,07:00:00 PM,19,Thursday,0,rural,4,0,fog,low,27,high,drunk driving,minor,4,4,1,None,0.8,80,High,2023,2,February
3250,Bangalore,Karnataka,12.889032,77.441603,10-Jul-23,07:00:00 PM,19,Monday,0,urban,5,1,fog,low,36,high,weather,minor,3,3,1,None,0.8,80,High,2023,7,July
3317,Chandigarh,Punjab,30.673126,76.715384,29-Aug-22,07:00:00 PM,19,Monday,0,rural,4,0,fog,low,15,high,distraction,minor,5,2,1,None,0.8,80,High,2022,8,August
3527,Mumbai,Maharashtra,18.88921,72.921774,29-Oct-24,07:00:00 PM,19,Tuesday,0,urban,2,1,fog,low,18,high,overspeeding,minor,4,3,1,None,0.8,80,High,2024,10,October
3560,Pune,Maharashtra,18.487881,73.905,24-Oct-22,07:00:00 PM,19,Monday,0,urban,4,0,fog,low,25,high,overspeeding,minor,5,2,1,None,0.8,80,High,2022,10,October
3657,Mumbai,Maharashtra,19.215079,72.815244,24-Feb-22,07:00:00 PM,19,Thursday,0,highway,1,0,fog,low,25,high,drunk driving,minor,5,0,1,None,0.8,80,High,2022,2,February
3659,Hyderabad,Telangana,17.203684,78.45712,10-May-22,07:00:00 PM,19,Tuesday,0,highway,1,0,fog,low,33,high,weather,minor,3,2,1,None,0.8,80,High,2022,5,May
3801,Delhi,Delhi,28.73304,77.144544,11-Jan-25,07:00:00 PM,19,Saturday,1,rural,3,0,fog,low,40,high,weather,minor,4,1,1,None,0.8,80,High,2025,1,January
3806,Kolkata,West Bengal,22.534968,88.4907,12-Feb-24,07:00:00 PM,19,Monday,0,highway,4,1,fog,low,17,high,drunk driving,minor,5,4,1,None,0.8,80,High,2024,2,February
3899,Pune,Maharashtra,18.522654,73.985491,12-Dec-22,07:00:00 PM,19,Monday,0,highway,3,0,fog,low,21,high,weather,minor,4,4,1,None,0.8,80,High,2022,12,December
4851,Pune,Maharashtra,18.550641,73.807427,03-Jan-23,07:00:00 PM,19,Tuesday,0,highway,5,1,fog,low,21,high,weather,minor,1,1,1,None,0.8,80,High,2023,1,January
5128,Chandigarh,Punjab,30.660112,76.884854,12-Nov-24,07:00:00 PM,19,Tuesday,0,rural,6,0,fog,low,30,high,distraction,minor,3,0,1,None,0.8,80,High,2024,11,November
5153,Pune,Maharashtra,18.57106,73.746279,28-Jun-22,07:00:00 PM,19,Tuesday,0,urban,1,0,fog,low,28,high,weather,minor,1,0,1,None,0.8,80,High,2022,6,June
5570,Mumbai,Maharashtra,19.229972,72.829409,23-Jul-23,07:00:00 PM,19,Sunday,1,urban,5,0,fog,low,30,high,poor road,minor,5,2,1,None,0.8,80,High,2023,7,July
6410,Delhi,Delhi,28.429267,77.193895,13-Jul-22,07:00:00 PM,19,Wednesday,0,rural,2,1,fog,low,23,high,distraction,minor,1,0,1,None,0.8,80,High,2022,7,July
6560,Mumbai,Maharashtra,18.885861,72.847463,16-Jul-22,07:00:00 PM,19,Saturday,1,rural,6,1,fog,low,22,high,overspeeding,minor,4,2,1,None,0.8,80,High,2022,7,July
7100,Mumbai,Maharashtra,18.827809,72.931418,29-Mar-25,07:00:00 PM,19,Saturday,1,rural,6,1,fog,low,29,high,weather,minor,3,3,1,None,0.8,80,High,2025,3,March
7258,Kolkata,West Bengal,22.610021,88.279228,13-Oct-22,07:00:00 PM,19,Thursday,0,highway,6,1,fog,low,40,high,poor road,minor,1,0,1,None,0.8,80,High,2022,10,October
7412,Hyderabad,Telangana,17.274669,78.507669,31-Jul-23,07:00:00 PM,19,Monday,0,urban,5,1,fog,low,21,high,overspeeding,minor,5,2,1,None,0.8,80,High,2023,7,July
7533,Kolkata,West Bengal,22.543644,88.452672,11-Aug-22,07:00:00 PM,19,Thursday,0,highway,3,0,fog,low,34,high,drunk driving,minor,2,1,1,None,0.8,80,High,2022,8,August
7773,Chennai,Tamil Nadu,13.000714,80.231601,17-Dec-23,07:00:00 PM,19,Sunday,1,urban,6,1,fog,low,22,high,drunk driving,minor,4,2,1,None,0.8,80,High,2023,12,December
8009,Chandigarh,Punjab,30.627064,76.756842,03-Dec-24,07:00:00 PM,19,Tuesday,0,rural,1,0,fog,low,22,high,weather,minor,2,0,1,None,0.8,80,High,2024,12,December
8227,Mumbai,Maharashtra,18.961175,72.919031,11-Sep-23,07:00:00 PM,19,Monday,0,highway,6,0,fog,low,26,high,distraction,minor,1,0,1,None,0.8,80,High,2023,9,September
8288,Pune,Maharashtra,18.449294,73.873439,02-Feb-25,07:00:00 PM,19,Sunday,1,rural,1,0,fog,low,26,high,overspeeding,minor,2,1,1,None,0.8,80,High,2025,2,February
8350,Chennai,Tamil Nadu,12.901435,80.210326,08-Oct-24,07:00:00 PM,19,Tuesday,0,rural,2,0,fog,low,39,high,poor road,minor,4,0,1,None,0.8,80,High,2024,10,October
8559,Chandigarh,Punjab,30.65022,76.71376,13-Aug-22,07:00:00 PM,19,Saturday,1,rural,6,1,fog,low,26,high,weather,minor,3,3,1,None,0.8,80,High,2022,8,August
8753,Kolkata,West Bengal,22.530046,88.362408,08-Dec-24,07:00:00 PM,19,Sunday,1,highway,1,0,fog,low,32,high,distraction,minor,2,2,1,None,0.8,80,High,2024,12,December
9053,Hyderabad,Telangana,17.224114,78.235773,04-Apr-24,07:00:00 PM,19,Thursday,0,highway,1,0,fog,low,40,high,weather,minor,1,1,1,None,0.8,80,High,2024,4,April
9199,Hyderabad,Telangana,17.414381,78.325169,18-Jan-22,07:00:00 PM,19,Tuesday,0,urban,1,1,fog,low,20,high,overspeeding,minor,3,1,1,None,0.8,80,High,2022,1,January
9273,Pune,Maharashtra,18.514097,73.860196,04-Jul-24,07:00:00 PM,19,Thursday,0,highway,2,1,fog,low,19,high,distraction,minor,3,2,1,None,0.8,80,High,2024,7,July
9404,Chandigarh,Punjab,30.638783,76.846342,20-Jun-22,07:00:00 PM,19,Monday,0,urban,1,1,fog,low,34,high,poor road,minor,3,2,1,None,0.8,80,High,2022,6,June
9452,Hyderabad,Telangana,17.45807,78.335968,04-Jun-22,07:00:00 PM,19,Saturday,1,highway,2,0,fog,low,32,high,poor road,minor,3,0,1,None,0.8,80,High,2022,6,June
9660,Chennai,Tamil Nadu,13.137272,80.198274,10-Dec-22,07:00:00 PM,19,Saturday,1,urban,3,0,fog,low,37,high,overspeeding,minor,5,5,1,None,0.8,80,High,2022,12,December
9814,Bangalore,Karnataka,12.858802,77.492788,29-Jul-22,07:00:00 PM,19,Friday,0,urban,5,1,fog,low,19,high,poor road,minor,4,4,1,None,0.8,80,High,2022,7,July
10020,Bangalore,Karnataka,13.150167,77.739023,25-Sep-22,07:00:00 PM,19,Sunday,1,urban,2,1,fog,low,33,high,distraction,minor,3,0,1,None,0.8,80,High,2022,9,September
10256,Chandigarh,Punjab,30.621089,76.893408,04-Feb-23,07:00:00 PM,19,Saturday,1,urban,2,0,fog,low,17,high,poor road,minor,3,3,1,None,0.8,80,High,2023,2,February
10316,Kolkata,West Bengal,22.648855,88.321585,26-Oct-24,07:00:00 PM,19,Saturday,1,highway,4,0,fog,low,21,high,distraction,minor,1,1,1,None,0.8,80,High,2024,10,October
10604,Delhi,Delhi,28.565851,77.284694,31-Mar-23,07:00:00 PM,19,Friday,0,urban,4,0,fog,low,29,high,drunk driving,minor,1,1,1,None,0.8,80,High,2023,3,March
10766,Delhi,Delhi,28.67274,76.865999,13-Mar-23,07:00:00 PM,19,Monday,0,highway,4,0,fog,low,19,high,overspeeding,minor,1,1,1,None,0.8,80,High,2023,3,March
10794,Bangalore,Karnataka,12.872042,77.775247,13-Dec-22,07:00:00 PM,19,Tuesday,0,urban,1,1,fog,low,33,high,distraction,minor,1,1,1,None,0.8,80,High,2022,12,December
10964,Bangalore,Karnataka,12.874408,77.640218,29-Jul-24,07:00:00 PM,19,Monday,0,highway,1,0,fog,low,22,high,distraction,minor,4,4,1,None,0.8,80,High,2024,7,July
11201,Kolkata,West Bengal,22.579732,88.257651,06-Jun-23,07:00:00 PM,19,Tuesday,0,highway,1,1,fog,low,38,high,distraction,minor,2,2,1,None,0.8,80,High,2023,6,June
11549,Hyderabad,Telangana,17.381824,78.200899,25-Feb-25,07:00:00 PM,19,Tuesday,0,urban,4,0,fog,low,23,high,poor road,minor,1,0,1,None,0.8,80,High,2025,2,February
11803,Mumbai,Maharashtra,19.052943,72.969263,19-Jan-24,07:00:00 PM,19,Friday,0,urban,4,1,fog,low,17,high,weather,minor,2,1,1,None,0.8,80,High,2024,1,January
11958,Delhi,Delhi,28.511279,76.849551,31-Jan-25,07:00:00 PM,19,Friday,0,rural,1,1,fog,low,24,high,overspeeding,minor,3,1,1,None,0.8,80,High,2025,1,January
12020,Kolkata,West Bengal,22.640413,88.432098,27-Nov-23,07:00:00 PM,19,Monday,0,rural,2,1,fog,low,25,high,poor road,minor,1,1,1,None,0.8,80,High,2023,11,November
12205,Hyderabad,Telangana,17.431287,78.34944,08-Jan-23,07:00:00 PM,19,Sunday,1,rural,6,1,fog,low,38,high,distraction,minor,3,1,1,None,0.8,80,High,2023,1,January
12561,Chandigarh,Punjab,30.667582,76.723523,26-Mar-23,07:00:00 PM,19,Sunday,1,highway,2,0,fog,low,32,high,poor road,minor,5,1,1,None,0.8,80,High,2023,3,March
12944,Pune,Maharashtra,18.421682,73.727804,08-Dec-23,07:00:00 PM,19,Friday,0,highway,4,1,fog,low,18,high,weather,minor,2,1,1,None,0.8,80,High,2023,12,December
12953,Chandigarh,Punjab,30.623337,76.846081,30-Jan-25,07:00:00 PM,19,Thursday,0,urban,2,1,fog,low,39,high,drunk driving,minor,1,0,1,None,0.8,80,High,2025,1,January
13199,Chandigarh,Punjab,30.609116,76.863788,10-Sep-22,07:00:00 PM,19,Saturday,1,rural,3,1,fog,low,37,high,weather,minor,5,5,1,None,0.8,80,High,2022,9,September
13283,Bangalore,Karnataka,12.810826,77.49631,09-Feb-22,07:00:00 PM,19,Wednesday,0,rural,6,1,fog,low,23,high,distraction,minor,2,0,1,None,0.8,80,High,2022,2,February
13367,Chandigarh,Punjab,30.601971,76.868097,24-Jan-23,07:00:00 PM,19,Tuesday,0,rural,4,0,fog,low,38,high,weather,minor,1,1,1,None,0.8,80,High,2023,1,January
13882,Mumbai,Maharashtra,18.864587,72.933218,27-Nov-23,07:00:00 PM,19,Monday,0,highway,5,1,fog,low,28,high,distraction,minor,1,0,1,None,0.8,80,High,2023,11,November
13910,Delhi,Delhi,28.769948,77.23742,02-Feb-22,07:00:00 PM,19,Wednesday,0,highway,6,0,fog,low,22,high,overspeeding,minor,2,0,1,None,0.8,80,High,2022,2,February
13936,Mumbai,Maharashtra,19.191169,72.932331,20-Jan-23,07:00:00 PM,19,Friday,0,highway,6,1,fog,low,40,high,weather,minor,4,3,1,None,0.8,80,High,2023,1,January
14147,Kolkata,West Bengal,22.619646,88.369258,17-Sep-22,07:00:00 PM,19,Saturday,1,urban,4,0,fog,low,39,high,drunk driving,minor,5,3,1,None,0.8,80,High,2022,9,September
14197,Delhi,Delhi,28.430449,77.252324,27-Feb-25,07:00:00 PM,19,Thursday,0,rural,5,1,fog,low,27,high,weather,minor,2,2,1,None,0.8,80,High,2025,2,February
14264,Chandigarh,Punjab,30.706365,76.791057,30-May-24,07:00:00 PM,19,Thursday,0,rural,6,0,fog,low,23,high,weather,minor,4,2,1,None,0.8,80,High,2024,5,May
14566,Pune,Maharashtra,18.629373,73.787331,06-Feb-24,07:00:00 PM,19,Tuesday,0,urban,5,0,fog,low,30,high,weather,minor,1,1,1,None,0.8,80,High,2024,2,February
14842,Mumbai,Maharashtra,19.253383,72.761699,08-Mar-25,07:00:00 PM,19,Saturday,1,urban,5,0,fog,low,29,high,drunk driving,minor,1,1,1,None,0.8,80,High,2025,3,March
15260,Kolkata,West Bengal,22.686975,88.404282,29-Mar-25,07:00:00 PM,19,Saturday,1,highway,6,1,fog,low,22,high,distraction,minor,5,3,1,None,0.8,80,High,2025,3,March
15467,Delhi,Delhi,28.402359,76.898219,21-Feb-23,07:00:00 PM,19,Tuesday,0,highway,3,0,fog,low,32,high,drunk driving,minor,3,2,1,None,0.8,80,High,2023,2,February
15897,Pune,Maharashtra,18.43968,73.741387,17-Feb-24,07:00:00 PM,19,Saturday,1,urban,1,1,fog,low,39,high,poor road,minor,3,3,1,None,0.8,80,High,2024,2,February
15954,Pune,Maharashtra,18.655931,73.802159,08-Jul-23,07:00:00 PM,19,Saturday,1,highway,5,0,fog,low,20,high,poor road,minor,5,2,1,None,0.8,80,High,2023,7,July
15983,Pune,Maharashtra,18.671963,73.907496,07-Jan-25,07:00:00 PM,19,Tuesday,0,highway,2,0,fog,low,21,high,poor road,minor,3,0,1,None,0.8,80,High,2025,1,January
16149,Bangalore,Karnataka,13.199086,77.724796,05-Dec-24,07:00:00 PM,19,Thursday,0,urban,4,0,fog,low,34,high,poor road,minor,5,3,1,None,0.8,80,High,2024,12,December
16208,Chandigarh,Punjab,30.605421,76.838971,05-Feb-25,07:00:00 PM,19,Wednesday,0,highway,1,0,fog,low,34,high,overspeeding,minor,3,3,1,None,0.8,80,High,2025,2,February
16216,Mumbai,Maharashtra,19.012795,72.911216,20-Mar-23,07:00:00 PM,19,Monday,0,highway,6,0,fog,low,37,high,overspeeding,minor,1,1,1,None,0.8,80,High,2023,3,March
16332,Pune,Maharashtra,18.668844,73.79891,12-Feb-25,07:00:00 PM,19,Wednesday,0,rural,3,1,fog,low,32,high,drunk driving,minor,3,0,1,None,0.8,80,High,2025,2,February
16353,Bangalore,Karnataka,12.937541,77.462375,10-Nov-24,07:00:00 PM,19,Sunday,1,rural,2,1,fog,low,20,high,poor road,minor,2,1,1,None,0.8,80,High,2024,11,November
16516,Bangalore,Karnataka,13.027762,77.406109,24-May-23,07:00:00 PM,19,Wednesday,0,highway,6,0,fog,low,23,high,drunk driving,minor,4,2,1,None,0.8,80,High,2023,5,May
16639,Bangalore,Karnataka,13.139932,77.602975,18-Mar-22,07:00:00 PM,19,Friday,0,urban,6,0,fog,low,28,high,drunk driving,minor,1,1,1,None,0.8,80,High,2022,3,March
16663,Hyderabad,Telangana,17.279123,78.341386,25-Dec-23,07:00:00 PM,19,Monday,0,urban,5,1,fog,low,37,high,overspeeding,minor,5,2,1,None,0.8,80,High,2023,12,December
16714,Kolkata,West Bengal,22.657823,88.482696,07-Jan-24,07:00:00 PM,19,Sunday,1,urban,1,1,fog,low,25,high,poor road,minor,2,0,1,None,0.8,80,High,2024,1,January
16807,Delhi,Delhi,28.662915,77.173234,13-Mar-25,07:00:00 PM,19,Thursday,0,rural,3,0,fog,low,39,high,poor road,minor,2,2,1,None,0.8,80,High,2025,3,March
17008,Delhi,Delhi,28.474213,77.253826,23-Apr-24,07:00:00 PM,19,Tuesday,0,urban,6,0,fog,low,23,high,poor road,minor,5,1,1,None,0.8,80,High,2024,4,April
17136,Pune,Maharashtra,18.429132,73.972819,09-Oct-22,07:00:00 PM,19,Sunday,1,urban,3,0,fog,low,32,high,weather,minor,1,0,1,None,0.8,80,High,2022,10,October
17322,Pune,Maharashtra,18.443973,73.888127,06-Dec-23,07:00:00 PM,19,Wednesday,0,highway,5,1,fog,low,29,high,weather,minor,5,1,1,None,0.8,80,High,2023,12,December
17363,Chennai,Tamil Nadu,13.135522,80.262746,10-Feb-24,07:00:00 PM,19,Saturday,1,rural,3,1,fog,low,35,high,overspeeding,minor,4,2,1,None,0.8,80,High,2024,2,February
17401,Pune,Maharashtra,18.572566,73.804051,16-Mar-24,07:00:00 PM,19,Saturday,1,urban,5,1,fog,low,32,high,drunk driving,minor,1,1,1,None,0.8,80,High,2024,3,March
17455,Mumbai,Maharashtra,18.810048,72.858275,08-Feb-24,07:00:00 PM,19,Thursday,0,highway,5,1,fog,low,27,high,weather,minor,1,1,1,None,0.8,80,High,2024,2,February
17516,Mumbai,Maharashtra,18.936259,72.893283,08-Jan-24,07:00:00 PM,19,Monday,0,highway,1,1,fog,low,15,high,overspeeding,minor,5,0,1,None,0.8,80,High,2024,1,January
17977,Chennai,Tamil Nadu,13.189017,80.280497,27-Mar-22,07:00:00 PM,19,Sunday,1,highway,6,0,fog,low,19,high,drunk driving,minor,3,1,1,None,0.8,80,High,2022,3,March
18104,Pune,Maharashtra,18.60518,73.793208,11-Oct-24,07:00:00 PM,19,Friday,0,highway,4,1,fog,low,34,high,weather,minor,2,1,1,None,0.8,80,High,2024,10,October
18298,Hyderabad,Telangana,17.216381,78.242547,19-May-23,07:00:00 PM,19,Friday,0,highway,1,1,fog,low,36,high,poor road,minor,4,2,1,None,0.8,80,High,2023,5,May
18299,Chandigarh,Punjab,30.618755,76.839264,23-Apr-24,07:00:00 PM,19,Tuesday,0,rural,2,0,fog,low,17,high,poor road,minor,2,1,1,None,0.8,80,High,2024,4,April
18871,Kolkata,West Bengal,22.687268,88.300165,26-Jan-25,07:00:00 PM,19,Sunday,1,rural,6,1,fog,low,35,high,overspeeding,minor,1,0,1,None,0.8,80,High,2025,1,January
19508,Delhi,Delhi,28.789146,77.156459,13-Mar-25,07:00:00 PM,19,Thursday,0,highway,1,0,fog,low,15,high,drunk driving,minor,2,2,1,None,0.8,80,High,2025,3,March
19905,Chennai,Tamil Nadu,12.845279,80.29625,03-May-24,07:00:00 PM,19,Friday,0,urban,3,1,fog,low,38,high,poor road,minor,3,3,1,None,0.8,80,High,2024,5,May
29,Delhi,Delhi,28.494878,77.089734,08-Apr-25,05:00:00 PM,17,Tuesday,0,urban,6,0,fog,low,17,high,drunk driving,minor,4,0,1,None,0.8,80,High,2025,4,April
268,Chandigarh,Punjab,30.671217,76.878695,12-Feb-25,05:00:00 PM,17,Wednesday,0,rural,3,0,fog,low,34,high,poor road,minor,3,3,1,None,0.8,80,High,2025,2,February
274,Chandigarh,Punjab,30.600709,76.788381,12-Apr-23,05:00:00 PM,17,Wednesday,0,rural,2,1,fog,low,29,high,distraction,minor,2,2,1,None,0.8,80,High,2023,4,April
366,Kolkata,West Bengal,22.415844,88.203608,11-Aug-22,05:00:00 PM,17,Thursday,0,urban,1,1,fog,low,17,high,overspeeding,minor,5,1,1,None,0.8,80,High,2022,8,August
447,Mumbai,Maharashtra,19.183549,72.70002,20-Oct-22,05:00:00 PM,17,Thursday,0,rural,3,0,fog,low,15,high,drunk driving,minor,1,0,1,None,0.8,80,High,2022,10,October
